excel_line;subclasses_codes;subclasses_title;classes_codes;classe_title;section_title
1067;45.2;Entretien et réparation de véhicules automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1068;45.20;Entretien et réparation de véhicules automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1069;45.20A;Entretien et réparation de véhicules automobiles légers;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1070;45.20B;Entretien et réparation d'autres véhicules automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1072;45.3;Commerce d'équipements automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1073;45.31;Commerce de gros d'équipements automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1074;45.31Z;Commerce de gros d'équipements automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1075;45.32;Commerce de détail d'équipements automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1076;45.32Z;Commerce de détail d'équipements automobiles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1078;45.4;Commerce et réparation de motocycles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1079;45.40;Commerce et réparation de motocycles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1080;45.40Z;Commerce et réparation de motocycles;45;Commerce et réparation d'automobiles et de motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1084;46.1;Intermédiaires du commerce de gros;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1085;46.11;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1086;46.11Z;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1087;46.12;Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1088;46.12A;Centrales d'achat de carburant;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1089;46.12B;Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1090;46.13;Intermédiaires du commerce en bois et matériaux de construction;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1091;46.13Z;Intermédiaires du commerce en bois et matériaux de construction;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1092;46.14;Intermédiaires du commerce en machines, équipements industriels, navires et avions;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1093;46.14Z;Intermédiaires du commerce en machines, équipements industriels, navires et avions;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1094;46.15;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1095;46.15Z;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1096;46.16;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1097;46.16Z;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1098;46.17;Intermédiaires du commerce en denrées, boissons et tabac;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1099;46.17A;Centrales d'achat alimentaires;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1100;46.17B;Autres intermédiaires du commerce en denrées, boissons et tabac;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1101;46.18;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1102;46.18Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1103;46.19;Intermédiaires du commerce en produits divers;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1104;46.19A;Centrales d'achat non alimentaires;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1105;46.19B;Autres intermédiaires du commerce en produits divers;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1107;46.2;Commerce de gros de produits agricoles bruts et d'animaux vivants;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1108;46.21;Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1109;46.21Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1110;46.22;Commerce de gros de fleurs et plantes;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1111;46.22Z;Commerce de gros (commerce interentreprises) de fleurs et plantes;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1112;46.23;Commerce de gros d'animaux vivants;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1113;46.23Z;Commerce de gros (commerce interentreprises) d'animaux vivants;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1114;46.24;Commerce de gros de cuirs et peaux;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1115;46.24Z;Commerce de gros (commerce interentreprises) de cuirs et peaux;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1117;46.3;Commerce de gros de produits alimentaires, de boissons et de tabac;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1118;46.31;Commerce de gros de fruits et légumes;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1119;46.31Z;Commerce de gros (commerce interentreprises) de fruits et légumes;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1120;46.32;Commerce de gros de viandes et de produits à base de viande;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1121;46.32A;Commerce de gros (commerce interentreprises) de viandes de boucherie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1122;46.32B;Commerce de gros (commerce interentreprises) de produits à base de viande;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1123;46.32C;Commerce de gros (commerce interentreprises) de volailles et gibier;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1124;46.33;Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1125;46.33Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1126;46.34;Commerce de gros de boissons;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1127;46.34Z;Commerce de gros (commerce interentreprises) de boissons;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1128;46.35;Commerce de gros de produits à base de tabac;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1129;46.35Z;Commerce de gros (commerce interentreprises) de produits à base de tabac;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1130;46.36;Commerce de gros de sucre, chocolat et confiserie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1131;46.36Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1132;46.37;Commerce de gros de café, thé, cacao et épices;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1133;46.37Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1134;46.38;Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1135;46.38A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1136;46.38B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1137;46.39;Commerce de gros non spécialisé de denrées, boissons et tabac;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1138;46.39A;Commerce de gros (commerce interentreprises) de produits surgelés;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1139;46.39B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1141;46.4;Commerce de gros de biens domestiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1142;46.41;Commerce de gros de textiles;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1143;46.41Z;Commerce de gros (commerce interentreprises) de textiles;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1144;46.42;Commerce de gros d'habillement et de chaussures;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1145;46.42Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1146;46.43;Commerce de gros d'appareils électroménagers;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1147;46.43Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1148;46.44;Commerce de gros de vaisselle, verrerie et produits d'entretien;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1149;46.44Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1150;46.45;Commerce de gros de parfumerie et de produits de beauté;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1151;46.45Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1152;46.46;Commerce de gros de produits pharmaceutiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1153;46.46Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1154;46.47;Commerce de gros de meubles, de tapis et d'appareils d'éclairage ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1155;46.47Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1156;46.48;Commerce de gros d'articles d'horlogerie et de bijouterie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1157;46.48Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1158;46.49;Commerce de gros d'autres biens domestiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1159;46.49Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1161;46.5;Commerce de gros d'équipements de l'information et de la communication ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1162;46.51;Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1163;46.51Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1164;46.52;Commerce de gros de composants et d'équipements électroniques et de télécommunication;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1165;46.52Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1167;46.6;Commerce de gros d'autres équipements industriels;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1168;46.61;Commerce de gros de matériel agricole;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1169;46.61Z;Commerce de gros (commerce interentreprises) de matériel agricole;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1170;46.62;Commerce de gros de machines-outils;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1171;46.62Z;Commerce de gros (commerce interentreprises) de machines-outils;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1172;46.63;Commerce de gros de machines pour l'extraction, la construction et le génie civil ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1173;46.63Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1174;46.64;Commerce de gros de machines pour l'industrie textile et l'habillement;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1175;46.64Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1176;46.65;Commerce de gros de mobilier de bureau;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1177;46.65Z;Commerce de gros (commerce interentreprises) de mobilier de bureau;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1178;46.66;Commerce de gros d'autres machines et équipements de bureau ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1179;46.66Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1180;46.69;Commerce de gros d'autres machines et équipements;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1181;46.69A;Commerce de gros (commerce interentreprises) de matériel électrique;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1182;46.69B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1183;46.69C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1185;46.7;Autres commerces de gros spécialisés;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1186;46.71;Commerce de gros de combustibles et de produits annexes;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1187;46.71Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1188;46.72;Commerce de gros de minerais et métaux;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1189;46.72Z;Commerce de gros (commerce interentreprises) de minerais et métaux;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1190;46.73;Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1191;46.73A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1192;46.73B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1193;46.74;Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1194;46.74A;Commerce de gros (commerce interentreprises) de quincaillerie;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1195;46.74B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1196;46.75;Commerce de gros de produits chimiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1197;46.75Z;Commerce de gros (commerce interentreprises) de produits chimiques;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1198;46.76;Commerce de gros d'autres produits intermédiaires;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1199;46.76Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1200;46.77;Commerce de gros de déchets et débris;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1201;46.77Z;Commerce de gros (commerce interentreprises) de déchets et débris;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1203;46.9;Commerce de gros non spécialisé;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1204;46.90;Commerce de gros non spécialisé;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1205;46.90Z;Commerce de gros (commerce interentreprises) non spécialisé;46;Commerce de gros, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1209;47.1;Commerce de détail en magasin non spécialisé;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1210;47.11;Commerce de détail en magasin non spécialisé à prédominance alimentaire;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1211;47.11A;Commerce de détail de produits surgelés;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1212;47.11B;Commerce d'alimentation générale;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1213;47.11C;Supérettes;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1214;47.11D;Supermarchés;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1215;47.11E;Magasins multi-commerces;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1216;47.11F;Hypermarchés;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1217;47.19;Autre commerce de détail en magasin non spécialisé;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1218;47.19A;Grands magasins;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
1219;47.19B;Autres commerces de détail en magasin non spécialisé;47;Commerce de détail, à l’exception des automobiles et des motocycles;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
